"","saison_annee","saison","journee","date","time","home","score","away","home_score","away_score"
"237","1950/1951",19,27,"Samedi 24 mars 1951","-","CO Roubaix-Tourcoing","3 - 0","FC Nancy",3,0
"238","1950/1951",19,27,"Dimanche 25 mars 1951","-","Havre AC","2 - 4","Nîmes Olympique",2,4
"239","1950/1951",19,27,"Dimanche 25 mars 1951","-","Toulouse FC","0 - 1","OGC Nice",0,1
"240","1950/1951",19,27,"Dimanche 25 mars 1951","-","Olympique de Marseille","0 - 2","Stade de Reims",0,2
"241","1950/1951",19,27,"Dimanche 25 mars 1951","-","FC Sochaux-Montbéliard","1 - 0","Girondins de Bordeaux",1,0
"242","1950/1951",19,27,"Dimanche 25 mars 1951","-","RC Lens","2 - 1","LOSC",2,1
"243","1950/1951",19,27,"Dimanche 25 mars 1951","-","FC Sète 34","2 - 0","Red Star  FC",2,0
"244","1950/1951",19,28,"Dimanche 1 avril 1951","-","Nîmes Olympique","3 - 0","Stade Rennais FC",3,0
"245","1950/1951",19,28,"Dimanche 1 avril 1951","-","OGC Nice","5 - 0","RC Lens",5,0
"246","1950/1951",19,28,"Dimanche 1 avril 1951","-","Stade de Reims","4 - 1","Toulouse FC",4,1
"247","1950/1951",19,28,"Dimanche 1 avril 1951","-","FC Nancy","6 - 1","Havre AC",6,1
"248","1950/1951",19,28,"Dimanche 1 avril 1951","-","AS Saint-Etienne","0 - 2","FC Sète 34",0,2
"249","1950/1951",19,28,"Dimanche 1 avril 1951","-","Olympique de Marseille","4 - 2","RC Paris",4,2
"250","1950/1951",19,28,"Dimanche 1 avril 1951","-","Red Star  FC","1 - 2","Girondins de Bordeaux",1,2
"251","1950/1951",19,28,"Dimanche 1 avril 1951","-","LOSC","3 - 1","RC Strasbourg Alsace",3,1
"252","1950/1951",19,28,"Dimanche 1 avril 1951","-","FC Sochaux-Montbéliard","1 - 1","CO Roubaix-Tourcoing",1,1
"253","1950/1951",19,29,"Samedi 7 avril 1951","-","CO Roubaix-Tourcoing","1 - 1","Olympique de Marseille",1,1
"254","1950/1951",19,29,"Dimanche 8 avril 1951","-","RC Lens","4 - 2","Nîmes Olympique",4,2
"255","1950/1951",19,29,"Dimanche 8 avril 1951","-","FC Sète 34","2 - 1","OGC Nice",2,1
"256","1950/1951",19,29,"Dimanche 8 avril 1951","-","Havre AC","4 - 1","AS Saint-Etienne",4,1
"257","1950/1951",19,29,"Dimanche 8 avril 1951","-","RC Paris","0 - 0","Stade de Reims",0,0
"258","1950/1951",19,29,"Dimanche 8 avril 1951","-","Girondins de Bordeaux","1 - 3","LOSC",1,3
"259","1950/1951",19,29,"Dimanche 8 avril 1951","-","RC Strasbourg Alsace","2 - 0","FC Sochaux-Montbéliard",2,0
"260","1950/1951",19,29,"Dimanche 8 avril 1951","-","Stade Rennais FC","1 - 3","Red Star  FC",1,3
"261","1950/1951",19,29,"Dimanche 8 avril 1951","-","Toulouse FC","3 - 0","FC Nancy",3,0
"262","1950/1951",19,30,"Samedi 21 avril 1951","-","Red Star  FC","2 - 2","RC Lens",2,2
"263","1950/1951",19,30,"Dimanche 22 avril 1951","-","LOSC","2 - 0","Stade Rennais FC",2,0
"264","1950/1951",19,30,"Dimanche 22 avril 1951","-","Nîmes Olympique","1 - 0","FC Sète 34",1,0
"265","1950/1951",19,30,"Dimanche 22 avril 1951","-","Stade de Reims","3 - 1","CO Roubaix-Tourcoing",3,1
"266","1950/1951",19,30,"Dimanche 22 avril 1951","-","OGC Nice","0 - 0","Havre AC",0,0
"267","1950/1951",19,30,"Dimanche 22 avril 1951","-","AS Saint-Etienne","4 - 0","Toulouse FC",4,0
"268","1950/1951",19,30,"Dimanche 22 avril 1951","-","Olympique de Marseille","0 - 0","FC Sochaux-Montbéliard",0,0
"269","1950/1951",19,30,"Dimanche 22 avril 1951","-","RC Strasbourg Alsace","0 - 2","Girondins de Bordeaux",0,2
"270","1950/1951",19,30,"Dimanche 22 avril 1951","-","FC Nancy","0 - 1","RC Paris",0,1
"271","1950/1951",19,31,"Dimanche 29 avril 1951","-","Nîmes Olympique","6 - 2","Red Star  FC",6,2
"272","1950/1951",19,31,"Dimanche 29 avril 1951","-","OGC Nice","4 - 1","LOSC",4,1
"273","1950/1951",19,31,"Dimanche 29 avril 1951","-","RC Paris","2 - 3","Havre AC",2,3
"274","1950/1951",19,31,"Dimanche 29 avril 1951","-","Stade de Reims","0 - 1","Stade Rennais FC",0,1
"275","1950/1951",19,31,"Dimanche 29 avril 1951","-","Olympique de Marseille","3 - 0","RC Lens",3,0
"276","1950/1951",19,31,"Dimanche 29 avril 1951","-","AS Saint-Etienne","1 - 1","RC Strasbourg Alsace",1,1
"277","1950/1951",19,31,"Dimanche 29 avril 1951","-","FC Nancy","2 - 2","Girondins de Bordeaux",2,2
"278","1950/1951",19,31,"Dimanche 29 avril 1951","-","CO Roubaix-Tourcoing","6 - 0","FC Sète 34",6,0
"279","1950/1951",19,31,"Dimanche 29 avril 1951","-","FC Sochaux-Montbéliard","2 - 1","Toulouse FC",2,1
"280","1950/1951",19,32,"Dimanche 15 avril 1951","-","LOSC","1 - 0","Nîmes Olympique",1,0
"281","1950/1951",19,32,"Samedi 5 mai 1951","-","Stade Rennais FC","3 - 5","FC Nancy",3,5
"282","1950/1951",19,32,"Samedi 5 mai 1951","-","Red Star  FC","0 - 3","FC Sochaux-Montbéliard",0,3
"283","1950/1951",19,32,"Dimanche 6 mai 1951","-","Havre AC","1 - 0","CO Roubaix-Tourcoing",1,0
"284","1950/1951",19,32,"Dimanche 6 mai 1951","-","Girondins de Bordeaux","1 - 0","AS Saint-Etienne",1,0
"285","1950/1951",19,32,"Dimanche 6 mai 1951","-","RC Lens","2 - 1","Stade de Reims",2,1
"286","1950/1951",19,32,"Dimanche 6 mai 1951","-","FC Sète 34","3 - 1","Olympique de Marseille",3,1
"287","1950/1951",19,32,"Dimanche 6 mai 1951","-","Toulouse FC","1 - 0","RC Paris",1,0
"288","1950/1951",19,32,"Dimanche 13 mai 1951","-","RC Strasbourg Alsace","2 - 1","OGC Nice",2,1
"289","1950/1951",19,33,"Dimanche 20 mai 1951","-","OGC Nice","2 - 0","Nîmes Olympique",2,0
"290","1950/1951",19,33,"Dimanche 20 mai 1951","-","FC Sochaux-Montbéliard","1 - 0","Havre AC",1,0
"291","1950/1951",19,33,"Dimanche 20 mai 1951","-","FC Nancy","1 - 2","LOSC",1,2
"292","1950/1951",19,33,"Dimanche 20 mai 1951","-","Stade de Reims","3 - 1","RC Strasbourg Alsace",3,1
"293","1950/1951",19,33,"Dimanche 20 mai 1951","-","Olympique de Marseille","3 - 3","Girondins de Bordeaux",3,3
"294","1950/1951",19,33,"Dimanche 20 mai 1951","-","AS Saint-Etienne","3 - 0","Red Star  FC",3,0
"295","1950/1951",19,33,"Dimanche 20 mai 1951","-","RC Paris","1 - 3","RC Lens",1,3
"296","1950/1951",19,33,"Dimanche 20 mai 1951","-","CO Roubaix-Tourcoing","3 - 0","Stade Rennais FC",3,0
"297","1950/1951",19,33,"Dimanche 20 mai 1951","-","Toulouse FC","0 - 0","FC Sète 34",0,0
"298","1950/1951",19,34,"Dimanche 27 mai 1951","-","Red Star  FC","0 - 4","OGC Nice",0,4
"299","1950/1951",19,34,"Dimanche 27 mai 1951","-","LOSC","4 - 3","AS Saint-Etienne",4,3
"300","1950/1951",19,34,"Dimanche 27 mai 1951","-","Havre AC","2 - 2","Toulouse FC",2,2
"301","1950/1951",19,34,"Dimanche 27 mai 1951","-","Nîmes Olympique","3 - 3","FC Sochaux-Montbéliard",3,3
"302","1950/1951",19,34,"Dimanche 27 mai 1951","-","Girondins de Bordeaux","2 - 4","Stade de Reims",2,4
"303","1950/1951",19,34,"Dimanche 27 mai 1951","-","Stade Rennais FC","2 - 1","Olympique de Marseille",2,1
"304","1950/1951",19,34,"Dimanche 27 mai 1951","-","RC Strasbourg Alsace","1 - 5","FC Nancy",1,5
"305","1950/1951",19,34,"Dimanche 27 mai 1951","-","RC Lens","4 - 4","CO Roubaix-Tourcoing",4,4
"306","1950/1951",19,34,"Dimanche 27 mai 1951","-","FC Sète 34","5 - 1","RC Paris",5,1
"307","1951/1952",20,1,"Dimanche 26 août 1951","-","AS Saint-Etienne","0 - 3","RC Paris",0,3
"308","1951/1952",20,1,"Dimanche 26 août 1951","-","CO Roubaix-Tourcoing","3 - 1","Havre AC",3,1
"309","1951/1952",20,1,"Dimanche 26 août 1951","-","FC Sochaux-Montbéliard","2 - 0","OGC Nice",2,0
"310","1951/1952",20,1,"Dimanche 26 août 1951","-","Stade Rennais FC","1 - 2","Olympique de Marseille",1,2
"311","1951/1952",20,1,"Dimanche 26 août 1951","-","RC Lens","0 - 1","FC Metz",0,1
"312","1951/1952",20,1,"Dimanche 26 août 1951","-","Girondins de Bordeaux","1 - 1","RC Strasbourg Alsace",1,1
"313","1951/1952",20,1,"Dimanche 26 août 1951","-","FC Nancy","1 - 1","Stade de Reims",1,1
"314","1951/1952",20,1,"Dimanche 26 août 1951","-","Nîmes Olympique","0 - 0","Olympique Lyonnais",0,0
"315","1951/1952",20,1,"Dimanche 26 août 1951","-","FC Sète 34","0 - 0","LOSC",0,0
"316","1951/1952",20,2,"Dimanche 2 septembre 1951","-","FC Sochaux-Montbéliard","1 - 2","CO Roubaix-Tourcoing",1,2
"317","1951/1952",20,2,"Dimanche 2 septembre 1951","-","Olympique de Marseille","3 - 1","Nîmes Olympique",3,1
"318","1951/1952",20,2,"Dimanche 2 septembre 1951","-","RC Paris","1 - 2","FC Metz",1,2
"319","1951/1952",20,2,"Dimanche 2 septembre 1951","-","LOSC","9 - 1","Stade Rennais FC",9,1
"320","1951/1952",20,2,"Dimanche 2 septembre 1951","-","Olympique Lyonnais","3 - 0","Havre AC",3,0
"321","1951/1952",20,2,"Dimanche 2 septembre 1951","-","FC Nancy","2 - 0","AS Saint-Etienne",2,0
"322","1951/1952",20,2,"Dimanche 2 septembre 1951","-","OGC Nice","3 - 1","Girondins de Bordeaux",3,1
"323","1951/1952",20,2,"Dimanche 2 septembre 1951","-","Stade de Reims","0 - 0","RC Strasbourg Alsace",0,0
"324","1951/1952",20,2,"Dimanche 2 septembre 1951","-","FC Sète 34","1 - 1","RC Lens",1,1
"325","1951/1952",20,3,"Dimanche 9 septembre 1951","-","CO Roubaix-Tourcoing","3 - 0","OGC Nice",3,0
"326","1951/1952",20,3,"Dimanche 9 septembre 1951","-","FC Metz","2 - 1","Olympique de Marseille",2,1
"327","1951/1952",20,3,"Dimanche 9 septembre 1951","-","RC Strasbourg Alsace","1 - 2","Olympique Lyonnais",1,2
"328","1951/1952",20,3,"Dimanche 9 septembre 1951","-","Nîmes Olympique","1 - 2","FC Nancy",1,2
"329","1951/1952",20,3,"Dimanche 9 septembre 1951","-","Havre AC","0 - 2","RC Paris",0,2
"330","1951/1952",20,3,"Dimanche 9 septembre 1951","-","Girondins de Bordeaux","6 - 0","LOSC",6,0
"331","1951/1952",20,3,"Dimanche 9 septembre 1951","-","RC Lens","3 - 1","FC Sochaux-Montbéliard",3,1
"332","1951/1952",20,3,"Dimanche 9 septembre 1951","-","AS Saint-Etienne","2 - 1","FC Sète 34",2,1
"333","1951/1952",20,3,"Dimanche 9 septembre 1951","-","Stade Rennais FC","2 - 0","Stade de Reims",2,0
"334","1951/1952",20,4,"Jeudi 13 septembre 1951","-","FC Metz","4 - 0","Stade Rennais FC",4,0
"335","1951/1952",20,4,"Jeudi 13 septembre 1951","-","Olympique Lyonnais","0 - 0","CO Roubaix-Tourcoing",0,0
"336","1951/1952",20,4,"Jeudi 13 septembre 1951","-","RC Paris","1 - 0","Girondins de Bordeaux",1,0
"337","1951/1952",20,4,"Jeudi 13 septembre 1951","-","LOSC","5 - 1","AS Saint-Etienne",5,1
"338","1951/1952",20,4,"Jeudi 13 septembre 1951","-","Olympique de Marseille","2 - 2","FC Sète 34",2,2
"339","1951/1952",20,4,"Jeudi 13 septembre 1951","-","FC Sochaux-Montbéliard","3 - 1","FC Nancy",3,1
"340","1951/1952",20,4,"Jeudi 13 septembre 1951","-","Stade de Reims","5 - 2","RC Lens",5,2
"341","1951/1952",20,4,"Jeudi 13 septembre 1951","-","OGC Nice","3 - 0","Nîmes Olympique",3,0
"342","1951/1952",20,4,"Jeudi 13 septembre 1951","-","Havre AC","5 - 1","RC Strasbourg Alsace",5,1
"343","1951/1952",20,5,"Dimanche 16 septembre 1951","-","FC Nancy","0 - 2","CO Roubaix-Tourcoing",0,2
"344","1951/1952",20,5,"Dimanche 16 septembre 1951","-","Stade de Reims","2 - 0","FC Metz",2,0
"345","1951/1952",20,5,"Dimanche 16 septembre 1951","-","Olympique Lyonnais","1 - 1","RC Paris",1,1
"346","1951/1952",20,5,"Dimanche 16 septembre 1951","-","FC Sochaux-Montbéliard","5 - 1","Stade Rennais FC",5,1
"347","1951/1952",20,5,"Dimanche 16 septembre 1951","-","OGC Nice","2 - 1","RC Strasbourg Alsace",2,1
"348","1951/1952",20,5,"Dimanche 16 septembre 1951","-","LOSC","1 - 3","Havre AC",1,3
"349","1951/1952",20,5,"Dimanche 16 septembre 1951","-","FC Sète 34","1 - 0","Girondins de Bordeaux",1,0
"350","1951/1952",20,5,"Dimanche 16 septembre 1951","-","Olympique de Marseille","3 - 10","AS Saint-Etienne",3,10
"351","1951/1952",20,5,"Dimanche 16 septembre 1951","-","Nîmes Olympique","4 - 1","RC Lens",4,1
"352","1951/1952",20,6,"Dimanche 23 septembre 1951","-","CO Roubaix-Tourcoing","4 - 0","FC Sète 34",4,0
"353","1951/1952",20,6,"Dimanche 23 septembre 1951","-","FC Metz","2 - 0","Olympique Lyonnais",2,0
"354","1951/1952",20,6,"Dimanche 23 septembre 1951","-","RC Paris","5 - 1","Olympique de Marseille",5,1
"355","1951/1952",20,6,"Dimanche 23 septembre 1951","-","Stade Rennais FC","0 - 3","OGC Nice",0,3
"356","1951/1952",20,6,"Dimanche 23 septembre 1951","-","RC Strasbourg Alsace","0 - 2","LOSC",0,2
"357","1951/1952",20,6,"Dimanche 23 septembre 1951","-","Girondins de Bordeaux","2 - 1","FC Sochaux-Montbéliard",2,1
"358","1951/1952",20,6,"Dimanche 23 septembre 1951","-","Havre AC","4 - 2","Stade de Reims",4,2
"359","1951/1952",20,6,"Dimanche 23 septembre 1951","-","RC Lens","4 - 0","FC Nancy",4,0
"360","1951/1952",20,6,"Dimanche 23 septembre 1951","-","AS Saint-Etienne","0 - 2","Nîmes Olympique",0,2
"361","1951/1952",20,7,"Dimanche 30 septembre 1951","-","CO Roubaix-Tourcoing","1 - 0","Stade de Reims",1,0
"362","1951/1952",20,7,"Dimanche 30 septembre 1951","-","RC Strasbourg Alsace","1 - 2","FC Metz",1,2
"363","1951/1952",20,7,"Dimanche 30 septembre 1951","-","RC Lens","0 - 2","LOSC",0,2
"364","1951/1952",20,7,"Dimanche 30 septembre 1951","-","Stade Rennais FC","4 - 1","RC Paris",4,1
"365","1951/1952",20,7,"Dimanche 30 septembre 1951","-","AS Saint-Etienne","1 - 1","OGC Nice",1,1
"366","1951/1952",20,7,"Dimanche 30 septembre 1951","-","Havre AC","2 - 0","Olympique de Marseille",2,0
"367","1951/1952",20,7,"Dimanche 30 septembre 1951","-","Girondins de Bordeaux","6 - 1","Olympique Lyonnais",6,1
"368","1951/1952",20,7,"Dimanche 30 septembre 1951","-","Nîmes Olympique","3 - 1","FC Sochaux-Montbéliard",3,1
"369","1951/1952",20,7,"Dimanche 30 septembre 1951","-","FC Nancy","2 - 2","FC Sète 34",2,2
"370","1951/1952",20,8,"Dimanche 7 octobre 1951","-","LOSC","2 - 1","CO Roubaix-Tourcoing",2,1
"371","1951/1952",20,8,"Dimanche 7 octobre 1951","-","FC Metz","0 - 4","Havre AC",0,4
"372","1951/1952",20,8,"Dimanche 7 octobre 1951","-","RC Paris","5 - 2","RC Strasbourg Alsace",5,2
"373","1951/1952",20,8,"Dimanche 7 octobre 1951","-","OGC Nice","3 - 2","RC Lens",3,2
"374","1951/1952",20,8,"Dimanche 7 octobre 1951","-","FC Sète 34","1 - 3","Nîmes Olympique",1,3
"375","1951/1952",20,8,"Dimanche 7 octobre 1951","-","Olympique Lyonnais","3 - 2","Stade Rennais FC",3,2
"376","1951/1952",20,8,"Dimanche 7 octobre 1951","-","Stade de Reims","6 - 1","Girondins de Bordeaux",6,1
"377","1951/1952",20,8,"Dimanche 7 octobre 1951","-","FC Sochaux-Montbéliard","1 - 1","AS Saint-Etienne",1,1
"378","1951/1952",20,8,"Dimanche 7 octobre 1951","-","Olympique de Marseille","3 - 2","FC Nancy",3,2
"379","1951/1952",20,9,"Jeudi 18 octobre 1951","-","CO Roubaix-Tourcoing","3 - 2","RC Paris",3,2
"380","1951/1952",20,9,"Jeudi 18 octobre 1951","-","FC Nancy","1 - 1","OGC Nice",1,1
"381","1951/1952",20,9,"Jeudi 18 octobre 1951","-","Girondins de Bordeaux","3 - 2","FC Metz",3,2
"382","1951/1952",20,9,"Jeudi 18 octobre 1951","-","Nîmes Olympique","5 - 0","LOSC",5,0
"383","1951/1952",20,9,"Jeudi 18 octobre 1951","-","Stade Rennais FC","2 - 2","Havre AC",2,2
"384","1951/1952",20,9,"Jeudi 18 octobre 1951","-","AS Saint-Etienne","1 - 1","Stade de Reims",1,1
"385","1951/1952",20,9,"Jeudi 18 octobre 1951","-","RC Lens","4 - 2","Olympique Lyonnais",4,2
"386","1951/1952",20,9,"Jeudi 18 octobre 1951","-","FC Sète 34","3 - 1","FC Sochaux-Montbéliard",3,1
"387","1951/1952",20,9,"Jeudi 18 octobre 1951","-","RC Strasbourg Alsace","1 - 1","Olympique de Marseille",1,1
"388","1951/1952",20,10,"Dimanche 21 octobre 1951","-","Girondins de Bordeaux","4 - 0","CO Roubaix-Tourcoing",4,0
"389","1951/1952",20,10,"Dimanche 21 octobre 1951","-","FC Metz","4 - 2","FC Nancy",4,2
"390","1951/1952",20,10,"Dimanche 21 octobre 1951","-","Havre AC","2 - 0","Nîmes Olympique",2,0
"391","1951/1952",20,10,"Dimanche 21 octobre 1951","-","LOSC","3 - 3","Olympique de Marseille",3,3
"392","1951/1952",20,10,"Dimanche 21 octobre 1951","-","Stade de Reims","2 - 1","OGC Nice",2,1
"393","1951/1952",20,10,"Dimanche 21 octobre 1951","-","RC Paris","0 - 2","FC Sète 34",0,2
"394","1951/1952",20,10,"Dimanche 21 octobre 1951","-","AS Saint-Etienne","5 - 0","RC Strasbourg Alsace",5,0
"395","1951/1952",20,10,"Dimanche 21 octobre 1951","-","FC Sochaux-Montbéliard","2 - 0","Olympique Lyonnais",2,0
"396","1951/1952",20,10,"Dimanche 21 octobre 1951","-","Stade Rennais FC","0 - 0","RC Lens",0,0
"397","1951/1952",20,11,"Dimanche 28 octobre 1951","-","CO Roubaix-Tourcoing","0 - 0","FC Metz",0,0
"398","1951/1952",20,11,"Dimanche 28 octobre 1951","-","Havre AC","0 - 0","Girondins de Bordeaux",0,0
"399","1951/1952",20,11,"Dimanche 28 octobre 1951","-","FC Nancy","0 - 2","LOSC",0,2
"400","1951/1952",20,11,"Dimanche 28 octobre 1951","-","OGC Nice","2 - 1","FC Sète 34",2,1
"401","1951/1952",20,11,"Dimanche 28 octobre 1951","-","RC Paris","3 - 1","RC Lens",3,1
"402","1951/1952",20,11,"Dimanche 28 octobre 1951","-","Stade de Reims","1 - 0","Nîmes Olympique",1,0
"403","1951/1952",20,11,"Dimanche 28 octobre 1951","-","Olympique Lyonnais","4 - 2","AS Saint-Etienne",4,2
"404","1951/1952",20,11,"Dimanche 28 octobre 1951","-","Olympique de Marseille","1 - 1","FC Sochaux-Montbéliard",1,1
"405","1951/1952",20,11,"Dimanche 28 octobre 1951","-","RC Strasbourg Alsace","1 - 2","Stade Rennais FC",1,2
"406","1951/1952",20,12,"Dimanche 4 novembre 1951","-","Olympique de Marseille","1 - 1","CO Roubaix-Tourcoing",1,1
"407","1951/1952",20,12,"Dimanche 4 novembre 1951","-","OGC Nice","6 - 1","Olympique Lyonnais",6,1
"408","1951/1952",20,12,"Dimanche 4 novembre 1951","-","LOSC","1 - 0","Stade de Reims",1,0
"409","1951/1952",20,12,"Dimanche 4 novembre 1951","-","FC Sète 34","1 - 0","FC Metz",1,0
"410","1951/1952",20,12,"Dimanche 4 novembre 1951","-","FC Nancy","2 - 1","Havre AC",2,1
"411","1951/1952",20,12,"Dimanche 4 novembre 1951","-","RC Lens","0 - 0","Girondins de Bordeaux",0,0
"412","1951/1952",20,12,"Dimanche 4 novembre 1951","-","FC Sochaux-Montbéliard","1 - 0","RC Paris",1,0
"413","1951/1952",20,12,"Dimanche 4 novembre 1951","-","Nîmes Olympique","2 - 1","RC Strasbourg Alsace",2,1
"414","1951/1952",20,12,"Dimanche 4 novembre 1951","-","AS Saint-Etienne","5 - 0","Stade Rennais FC",5,0
"415","1951/1952",20,13,"Dimanche 11 novembre 1951","-","CO Roubaix-Tourcoing","1 - 2","Nîmes Olympique",1,2
"416","1951/1952",20,13,"Dimanche 11 novembre 1951","-","FC Metz","2 - 1","LOSC",2,1
"417","1951/1952",20,13,"Dimanche 11 novembre 1951","-","Havre AC","3 - 1","OGC Nice",3,1
"418","1951/1952",20,13,"Dimanche 11 novembre 1951","-","Girondins de Bordeaux","4 - 1","FC Nancy",4,1
"419","1951/1952",20,13,"Dimanche 11 novembre 1951","-","RC Paris","5 - 2","Stade de Reims",5,2
"420","1951/1952",20,13,"Dimanche 11 novembre 1951","-","RC Lens","2 - 5","AS Saint-Etienne",2,5
"421","1951/1952",20,13,"Dimanche 11 novembre 1951","-","RC Strasbourg Alsace","1 - 1","FC Sochaux-Montbéliard",1,1
"422","1951/1952",20,13,"Dimanche 11 novembre 1951","-","Stade Rennais FC","2 - 0","FC Sète 34",2,0
"423","1951/1952",20,13,"Dimanche 11 novembre 1951","-","Olympique Lyonnais","2 - 2","Olympique de Marseille",2,2
"424","1951/1952",20,14,"Dimanche 18 novembre 1951","-","FC Sochaux-Montbéliard","0 - 1","Havre AC",0,1
"425","1951/1952",20,14,"Dimanche 18 novembre 1951","-","LOSC","5 - 1","RC Paris",5,1
"426","1951/1952",20,14,"Dimanche 18 novembre 1951","-","OGC Nice","2 - 0","FC Metz",2,0
"427","1951/1952",20,14,"Dimanche 18 novembre 1951","-","Nîmes Olympique","2 - 3","Girondins de Bordeaux",2,3
"428","1951/1952",20,14,"Dimanche 18 novembre 1951","-","AS Saint-Etienne","1 - 0","CO Roubaix-Tourcoing",1,0
"429","1951/1952",20,14,"Dimanche 18 novembre 1951","-","Stade de Reims","1 - 0","Olympique Lyonnais",1,0
"430","1951/1952",20,14,"Dimanche 18 novembre 1951","-","Olympique de Marseille","1 - 0","RC Lens",1,0
"431","1951/1952",20,14,"Dimanche 18 novembre 1951","-","FC Sète 34","0 - 0","RC Strasbourg Alsace",0,0
"432","1951/1952",20,14,"Dimanche 18 novembre 1951","-","FC Nancy","9 - 1","Stade Rennais FC",9,1
"433","1951/1952",20,15,"Dimanche 25 novembre 1951","-","Olympique Lyonnais","0 - 3","LOSC",0,3
"434","1951/1952",20,15,"Dimanche 25 novembre 1951","-","Havre AC","3 - 2","FC Sète 34",3,2
"435","1951/1952",20,15,"Dimanche 25 novembre 1951","-","Girondins de Bordeaux","9 - 0","AS Saint-Etienne",9,0
"436","1951/1952",20,15,"Dimanche 25 novembre 1951","-","FC Metz","3 - 1","FC Sochaux-Montbéliard",3,1
"437","1951/1952",20,15,"Dimanche 25 novembre 1951","-","RC Paris","3 - 2","OGC Nice",3,2
"438","1951/1952",20,15,"Dimanche 25 novembre 1951","-","Stade de Reims","8 - 1","Olympique de Marseille",8,1
"439","1951/1952",20,15,"Dimanche 25 novembre 1951","-","CO Roubaix-Tourcoing","1 - 2","RC Lens",1,2
"440","1951/1952",20,15,"Dimanche 25 novembre 1951","-","Stade Rennais FC","2 - 0","Nîmes Olympique",2,0
"441","1951/1952",20,15,"Dimanche 25 novembre 1951","-","RC Strasbourg Alsace","3 - 2","FC Nancy",3,2
"442","1951/1952",20,16,"Dimanche 2 décembre 1951","-","Girondins de Bordeaux","6 - 1","Olympique de Marseille",6,1
"443","1951/1952",20,16,"Dimanche 2 décembre 1951","-","AS Saint-Etienne","1 - 1","Havre AC",1,1
"444","1951/1952",20,16,"Dimanche 2 décembre 1951","-","OGC Nice","3 - 1","LOSC",3,1
"445","1951/1952",20,16,"Dimanche 2 décembre 1951","-","Nîmes Olympique","0 - 0","FC Metz",0,0
"446","1951/1952",20,16,"Dimanche 2 décembre 1951","-","CO Roubaix-Tourcoing","2 - 0","Stade Rennais FC",2,0
"447","1951/1952",20,16,"Dimanche 2 décembre 1951","-","FC Sochaux-Montbéliard","4 - 1","Stade de Reims",4,1
"448","1951/1952",20,16,"Dimanche 2 décembre 1951","-","FC Nancy","6 - 3","RC Paris",6,3
"449","1951/1952",20,16,"Dimanche 2 décembre 1951","-","FC Sète 34","0 - 2","Olympique Lyonnais",0,2
"450","1951/1952",20,16,"Dimanche 2 décembre 1951","-","RC Lens","5 - 1","RC Strasbourg Alsace",5,1
"451","1951/1952",20,17,"Dimanche 9 décembre 1951","-","Stade Rennais FC","2 - 2","Girondins de Bordeaux",2,2
"452","1951/1952",20,17,"Dimanche 9 décembre 1951","-","LOSC","7 - 3","FC Sochaux-Montbéliard",7,3
